1010::postcode::SE11RB,51.501054584x-0.0956229787909
1010::postcode::OX14DW,None
1010::postcode::87700,None
1010::postcode::5300,None
1010::postcode::NE40 4AD,None
1010::postcode::ST158TG,52.9268390294x-2.11097253918
1010::postcode::EH106XZ,None
1010::postcode::IP29 4HY,52.1380478x0.7429352
1010::postcode::HD8 8LR,53.6078898275x-1.67550451956
1010::postcode::5330,None
1010::postcode::LE74UT,52.7152629072x-1.10217871989
1010::postcode::5343,None
1010::postcode::54320,None
1010::postcode::CM219BY,51.8208354842x0.149345708344
1010::postcode::SW11 1HL,None
1010::postcode::S64QU,None
1010::postcode::Pa12hl,55.8400225983x-4.43235664629
1010::postcode::S64SD,53.4083149485x-1.52161693383
1010::postcode::LE74ZB,52.7139564094x-1.01569519582
1010::postcode::HA4 0BJ,51.5553345x-0.3827549
1010::postcode::IP333TU,None
1010::postcode::HA4 0BY,51.5646587255x-0.408307303595
1010::postcode::YO73SE,None
1010::postcode::IP29 4PJ,52.1651229634x0.712384585795
1010::postcode::sy35nd,52.7100412299x-2.80308943953
1010::postcode::SW11 1LU,51.4623122x-0.1643076
1010::postcode::8194LA,None
1010::postcode::GL16 8AR,51.7941182x-2.6176128
1010::postcode::PO48BF,None
1010::postcode::YO224AS,None
1010::postcode::08021Barcelona,None
1010::postcode::YO224BG,None
1010::postcode::YO224BH,None
1010::postcode::DN48DB,None
1010::postcode::YO224DE,None
1010::postcode::EH107DS,55.8944351074x-3.21781431926
1010::postcode::PO48ET,50.7917377342x-1.05545900693
1010::postcode::NW72RL,51.6113071177x-0.226791368657
1010::postcode::NW72RX,51.6154289551x-0.225229637427
1010::postcode::SE13 6LJ,None
1010::postcode::3742GM,None
1010::postcode::AB101JJ,57.146353515x-2.10034482312
1010::postcode::SE13 6NW,51.4592399x-0.0133543
1010::postcode::YO224HS,54.4711394702x-0.605441168362
1010::postcode::BN16AG,None
1010::postcode::E8 3DL,51.5469626522x-0.0747550795266
1010::postcode::C1001AAS,None
1010::postcode::PL14HQ,None
1010::postcode::DL6 1ED,None
1010::postcode::BN16DL,50.8383850744x-0.136291138207
1010::postcode::HA90NP,51.5622508883x-0.27912381241
1010::postcode::BN16EE,50.8395031092x-0.13759591365
1010::postcode::BN16EH,50.8403113955x-0.13639903858
1010::postcode::BN16GP,50.8440092513x-0.140442094091
1010::postcode::EH36JQ,None
1010::postcode::5283TVBoxtel,None
1010::postcode::GU112JH,51.273423634x-0.750789166452
1010::postcode::HD8 9DA,53.5916132x-1.6508071
1010::postcode::YO224RQ,None
1010::postcode::S65FJ,None
1010::postcode::EH36NU,55.9576923656x-3.19311549323
1010::postcode::BN16NE,None
1010::postcode::BN16NP,50.850296913x-0.137137640921
1010::postcode::HA90YJ,51.558722904x-0.272188153539
1010::postcode::E8 3RW,51.5391101079x-0.0588059156669
1010::postcode::NE3 3AF,55.0186756x-1.6362187
1010::postcode::BN16PZ,50.8489489974x-0.143413657138
1010::postcode::EX4 4RN,50.7381456x-3.5306244
1010::postcode::BN16RJ,50.847819335x-0.148728878342
1010::postcode::WD186LJ,None
1010::postcode::W120HA,51.5180161729x-0.225905533912
1010::postcode::21000,None
1010::postcode::BN16UT,50.8467040027x-0.150420868055
1010::postcode::BN16WQ,None
1010::postcode::BS200EE,51.4786821016x-2.68734116715
1010::postcode::21042,None
1010::postcode::6229AR,None
1010::postcode::2490-646Ourém,None
1010::postcode::NE425PU,None
1010::postcode::E8 3aa,51.5433361x-0.0664431
1010::postcode::LL170BH,None
1010::postcode::SE240AD,51.4609366027x-0.0960554328444
1010::postcode::B262hx,52.4682070364x-1.78991396939
1010::postcode::Cr02tp,51.382950818x-0.104855360841
1010::postcode::3980CBBunnik,None
1010::postcode::GU113BJ,None
1010::postcode::GU113BT,51.2429402248x-0.762689346102
1010::postcode::yo17 9pt,54.1255407x-0.7829812
1010::postcode::BA15 1DE,51.3460904x-2.2523187
1010::postcode::dA159AE,51.4350506496x0.105604780185
1010::postcode::BA15 1DZ,51.3518797x-2.2611243
1010::postcode::EX4 5DZ,50.7424381x-3.5242446
1010::postcode::En106QA,51.7368810533x-0.0189565043409
1010::postcode::LE7 9GT,None
1010::postcode::NE3 3XT,55.0063235801x-1.63475830129
1010::postcode::PL159GD,50.6290146785x-4.34189009869
1010::postcode::CH448DA,53.4175293636x-3.02475575416
1010::postcode::YO225PN,None
1010::postcode::CH448ED,None
1010::postcode::CH448ER,None
1010::postcode::SE240LU,51.4562779286x-0.105461548036
1010::postcode::PL15QG,None
1010::postcode::E8 4PB,None
1010::postcode::LL170RL,None
1010::postcode::S6 2WD,53.3940941x-1.4933549
1010::postcode::D-72076,None
1010::postcode::EH37RN,None
1010::postcode::5500,None
1010::postcode::BR1 2TN,51.4118972x0.0366929
1010::postcode::54500,None
1010::postcode::5540,None
1010::postcode::TF12DT,52.6919221023x-2.5185637515
1010::postcode::WA10 2TW,None
1010::postcode::WF20XG,53.7098666882x-1.52150751757
1010::postcode::85170LePoiré-sur-Vie,None
1010::postcode::54555,None
1010::postcode::5580,None
1010::postcode::2790-221Carnachide,None
1010::postcode::rg16ee,None
1010::postcode::TW91PL,None
1010::postcode::CA16 6HT,54.5766048x-2.4780618
1010::postcode::CB17GX,None
1010::postcode::EN26LN,51.6530049146x-0.0831888931289
1010::postcode::3744BC,None
1010::postcode::WC2H 7AS,51.5108441x-0.128981
1010::postcode::21175,None
1010::postcode::CW16UY,None
1010::postcode::TW91TH,51.4581194858x-0.306304327641
1010::postcode::LL59 5LT,53.2300537x-4.1758523
1010::postcode::DD10 8HU,None
1010::postcode::NR15 1HJ,52.5539111x1.366613
1010::postcode::LE77Aw,52.671513773x-1.18760851067
1010::postcode::2130-073Benavente,None
1010::postcode::WC2H 7HA,51.5087709x-0.1303629
1010::postcode::AA99AA,None
1010::postcode::TW91YS,None
1010::postcode::BN18EG,50.8544804254x-0.136672594238
1010::postcode::W1S 3HQ,51.5100893x-0.1386241
1010::postcode::W1S 3HT,51.5104001x-0.1389429
1010::postcode::80000,None
1010::postcode::80001,None
1010::postcode::LL59 5UW,53.2444903x-4.1492314
1010::postcode::CA16 6XU,54.5835194x-2.4950233
1010::postcode::NG125DN,52.8702674341x-1.07558361698
1010::postcode::LE77NR,None
1010::postcode::sl95jh,None
1010::postcode::48000,None
1010::postcode::W1S 2qd,None
1010::postcode::48009,None
1010::postcode::RG302SS,None
1010::postcode::NG125HP,52.8788253393x-1.08951805606
1010::postcode::BN18PB,None
1010::postcode::OX1 1LE,51.7513108x-1.2674941
1010::postcode::EN27AE,None
1010::postcode::PO169BD,50.8426077298x-1.12679752687
1010::postcode::BS11 9JF,None
1010::postcode::bs2 8BB,51.4565408x-2.5994576
1010::postcode::ll553er,53.1316444122x-4.11287419948
1010::postcode::467-814,None
1010::postcode::4132VA,None
1010::postcode::LU2 7DY,51.9036223623x-0.417984250648
1010::postcode::HU17 7EJ,53.8507423x-0.4480196
1010::postcode::OX1 1SS,None
1010::postcode::OX1 1ST,51.7475391x-1.2567638
1010::postcode::TW92PR,51.4637407185x-0.302641150063
1010::postcode::TF13LE,None
1010::postcode::21272,None
1010::postcode::PL12 5AF,None
1010::postcode::bb32pq,53.6900729462x-2.46701748396
1010::postcode::NP151HY,None
1010::postcode::W122SA,None
1010::postcode::TW92SZ,51.4659916696x-0.300354909593
1010::postcode::B919QS,52.4136824837x-1.77523555904
1010::postcode::PE27 6RR,52.3309770223x-0.0853622800037
1010::postcode::0899000,None
1010::postcode::EH39DQ,None
1010::postcode::B0E3M0,None
1010::postcode::bh140db,None
1010::postcode::BT781ES,54.5998006831x-7.29796125669
1010::postcode::LN21BD,53.2313512954x-0.538184262968
1010::postcode::WC2H 8NJ,51.5155434x-0.1293073
1010::postcode::OX1 2DL,51.7527612x-1.2607488
1010::postcode::S6 4QU,53.4033326x-1.5101664
1010::postcode::G11QU,55.860887775x-4.24591585497
1010::postcode::TW93AN,51.4858872578x-0.288294386568
1010::postcode::TD1 1QS,None
1010::postcode::EH39QG,55.9432084353x-3.20780069031
1010::postcode::EH39QP,55.9418273223x-3.20844615743
1010::postcode::Sp36PS,None
1010::postcode::04548-002,None
1010::postcode::5700,None
1010::postcode::NR15 2YP,52.5046593x1.2174337
1010::postcode::WA10 4QH,53.4554811x-2.769636
1010::postcode::NE31DQ,55.0090545977x-1.62270952685
1010::postcode::BN19RE,50.8659587695x-0.0901131155913
1010::postcode::SW11 5DT,None
1010::postcode::OX1 2NA,None
1010::postcode::SW11 5EN,51.4644925x-0.1565467
1010::postcode::5742,46.5282129x21.2479018
1010::postcode::HU17 8BY,None
1010::postcode::5762,None
1010::postcode::NR32 1EB,52.4752455x1.7528261
1010::postcode::BA77AB,None
1010::postcode::TW93QF,51.4780473462x-0.287162227507
1010::postcode::G12DP,None
1010::postcode::DN3 3DB,None
1010::postcode::AB439HU,57.6822792494x-2.00647606006
1010::postcode::BN176LS,None
1010::postcode::NE31PS,55.0038320221x-1.60798453286
1010::postcode::SW11 5PW,None
1010::postcode::S6 5FJ,47.5364015x15.5550242
1010::postcode::SW11 5QL,None
1010::postcode::NP152LA,51.7662861318x-2.84649568874
1010::postcode::2101ZM,None
1010::postcode::SW11 5TE,51.464611x-0.1595077
1010::postcode::NE31UN,55.0103775547x-1.61758402061
1010::postcode::G627LN,None
1010::postcode::EX4 8DJ,None
1010::postcode::PE291LF,52.3415536431x-0.159069069828
1010::postcode::KT34DQ,51.4033765903x-0.25744649872
1010::postcode::LE79GT,52.625487487x-0.99450124281
1010::postcode::OX1 3BG,None
1010::postcode::Co. Dublin,53.344104x-6.2674937
1010::postcode::WC2H 9PJ,51.5147801418x-0.126513229065
1010::postcode::SN8 1JX,51.4244875x-1.7343798
1010::postcode::LS27 8HL,53.7452821x-1.5983757
1010::postcode::SN95LN,51.3422729649x-1.73247160576
1010::postcode::5800,None
1010::postcode::OX1 3LE,51.7590582195x-1.25970412818
1010::postcode::OX1 3LW,None
1010::postcode::BS43BU,51.4416107969x-2.57157980973
1010::postcode::So14 7DW,None
1010::postcode::BS43DE,None
1010::postcode::2102LB,None
1010::postcode::BS43EH,None
1010::postcode::BH19 2BL,50.6072348x-1.9565061
1010::postcode::EN29HG,None
1010::postcode::HU17 9EX,None
1010::postcode::PR9 0SR,None
1010::postcode::sl3 8dd,51.5055587x-0.550294
1010::postcode::ne24,55.1304183x-1.5378132
1010::postcode::SW11 6LX,51.4572633x-0.1571691
1010::postcode::CW19TL,53.0984727737x-2.43946474616
1010::postcode::G13DN,None
1010::postcode::BH19 2JL,50.5959759x-1.9571098
1010::postcode::92532Levallois-Perret,None
1010::postcode::OX160AH,None
1010::postcode::BS43SD,51.4450829774x-2.55062958908
1010::postcode::BN177QQ,50.8399586089x-0.541899670933
1010::postcode::YO1 7HL,53.9616121x-1.0823422
1010::postcode::B31 1LD,52.4195995x-1.9696657
1010::postcode::ba12 9dr,51.2023694x-2.1639784
1010::postcode::WA102TW,53.4564278537x-2.73948811196
1010::postcode::OX1 4AW,51.7533119x-1.251164
1010::postcode::RG27 0PN,None
1010::postcode::80302,None
1010::postcode::ME138LF,51.310970897x0.890123671766
1010::postcode::SW11 6ZJ,51.4645664x-0.1646923
1010::postcode::NE25 0BP,None
1010::postcode::OX1 4DW,None
"1010::postcode::P.O.Box9575,Ahmadi61006,Kuwait",None
1010::postcode::80333,None
1010::postcode::WA10 6LB,53.4643523x-2.7556676
1010::postcode::tn354pl,50.8784670488x0.602969873162
1010::postcode::1715KH,None
1010::postcode::B790HQ,52.6340683612x-1.58469780588
1010::postcode::NE33AF,None
1010::postcode::OL126LD,53.6256019364x-2.16874501813
1010::postcode::HD50DB,None
1010::postcode::ME138UP,None
1010::postcode::48326,None
1010::postcode::pl145ax,None
1010::postcode::na123,None
1010::postcode::MK410EP,None
1010::postcode::1018XVAmsterdam,None
1010::postcode::MK410HY,52.1457639359x-0.40735635966
1010::postcode::NE29OSF,None
1010::postcode::LS27 9SL,53.7445021x-1.6016583
1010::postcode::54971,43.8424028x-88.8455037
1010::postcode::BT515RR,None
1010::postcode::CM159LE,51.6329182835x0.289147175623
1010::postcode::54981,None
1010::postcode::yo211ry,None
1010::postcode::HA4 6EP,51.5502661x-0.4152861
1010::postcode::CF24 1AJ,None
1010::postcode::ME139AF,None
1010::postcode::MK410PF,52.1546977807x-0.427195635241
1010::postcode::CM159SL,None
1010::postcode::GU16 6DL,51.2880279962x-0.730803891722
1010::postcode::TW14 0PZ,51.4654096x-0.416183
1010::postcode::TN5 6AA,51.063067x0.3382462
1010::postcode::OX161ER,52.0792126897x-1.34694996663
1010::postcode::NE33XT,55.0063235801x-1.63475830129
1010::postcode::DT110PR,50.861380689x-2.18545442287
1010::postcode::CH641SS,None
1010::postcode::OX495LU,51.6462907071x-1.01397869585
1010::postcode::WC1A 1EU,51.5170261x-0.1275458
1010::postcode::DE45 1AD,53.2187376x-1.6724003
1010::postcode::DE45 1AE,None
1010::postcode::13320boucbelair,None
1010::postcode::SK63DG,None
1010::postcode::DT110RZ,50.897297116x-2.2522010348
1010::postcode::B31 2TS,52.3970375x-1.9861705
1010::postcode::TW96AR,None
1010::postcode::1716KC,None
1010::postcode::BL90TS,53.585987617x-2.30251444339
1010::postcode::YO1 8SU,None
1010::postcode::WC2E8HR,51.511422864x-0.124633359041
1010::postcode::CT11 9BB,51.3332464x1.4154268
1010::postcode::Gu5 0DF,None
1010::postcode::1050-063,None
1010::postcode::15000,None
1010::postcode::BS140BY,51.4131392984x-2.59404401316
1010::postcode::IP12  2 QG,14.7030984x121.0316628
1010::postcode::15022,None
1010::postcode::OX161TG,52.0777737108x-1.33879964133
1010::postcode::SN8 3RR,None
1010::postcode::cb12qg,52.202533305x0.140629382089
1010::postcode::SK2 6TH,53.3960767x-2.145412
1010::postcode::1150-075Lisboa,None
1010::postcode::E1W 1AW,51.5088654x-0.0690413
1010::postcode::TA218LH,None
1010::postcode::SW40NU,51.4632562361x-0.147670432935
1010::postcode::bn1 4st,50.8332381x-0.1344658
1010::postcode::N5 1LH,51.5597188x-0.1010219
1010::postcode::HR8 2HF,52.0319724x-2.422498
1010::postcode::TA218NE,50.9787979863x-3.2330249234
1010::postcode::BB8 0BP,None
1010::postcode::TA24 5AB,51.2046688x-3.4820255
1010::postcode::PO3 5XT,50.817901x-1.0514821
1010::postcode::NE34RF,55.0020004295x-1.64053489993
1010::postcode::WA104QH,53.4554823379x-2.76963631931
1010::postcode::BB8 0HQ,None
1010::postcode::N5 1TU,51.55578x-0.0993539
1010::postcode::HR8 2QH,52.029087x-2.5045609
1010::postcode::ln95dh,53.2084260051x-0.116072588286
1010::postcode::1062XK,None
1010::postcode::WF26EQ,53.660990052x-1.4828824723
1010::postcode::TA24 5JL,51.210268x-3.4780105
1010::postcode::HA97NA,51.563537544x-0.302015248518
1010::postcode::SP5 2HU,50.9886092x-1.7177386
1010::postcode::5403wzuden,None
1010::postcode::80501,None
1010::postcode::WC2E9BT,51.5118226185x-0.126576922107
1010::postcode::SE15 2EB,None
1010::postcode::HA4 7ST,51.5878559x-0.4369449
1010::postcode::93022-000,None
1010::postcode::WC2E9DA,51.5130609695x-0.123600478714
1010::postcode::WC2E9DD,51.5132831003x-0.123432817894
1010::postcode::WC2E9DP,None
1010::postcode::IG62JB,None
1010::postcode::YO1 9QN,53.9596328x-1.085632
1010::postcode::CW1 6UY,53.0826761x-2.4018317
1010::postcode::BT785LQ,None
1010::postcode::LN25HQ,53.2309351124x-0.532115817146
1010::postcode::SP5 2QE,51.0146935x-1.6818281
1010::postcode::WC2E9HP,51.5106815789x-0.124952026045
1010::postcode::WC2E9HW,None
1010::postcode::121-847,None
1010::postcode::G73 3BN,55.8163538x-4.2078182
1010::postcode::N5 2EA,51.5504189x-0.0970388
1010::postcode::GU16 7UJ,51.3196702x-0.741555
1010::postcode::15126,None
1010::postcode::W127HL,51.5085139091x-0.228465040404
1010::postcode::ka143af,55.7405669363x-4.68076759751
1010::postcode::15140,None
1010::postcode::WC2E9PA,51.512861869x-0.125208386409
1010::postcode::N5 2HD,51.5543117x-0.0942077
1010::postcode::OL128TS,53.6577783032x-2.18196233577
1010::postcode::W127LA,51.5074692549x-0.225983798171
1010::postcode::LN25RW,53.2331365368x-0.530572220925
1010::postcode::m12 4ah,53.4684519299x-2.21734917538
1010::postcode::bn14ga,50.8272149683x-0.135713626275
1010::postcode::ME59BT,51.3355239145x0.515415624417
1010::postcode::20355Hamburg,None
1010::postcode::LS10 1JN,53.7930284x-1.5411768
1010::postcode::LS236DZ,None
1010::postcode::NE35NA,55.0284218036x-1.62334120462
1010::postcode::W127QR,None
1010::postcode::BS207JL,None
1010::postcode::7488 BUJUMBURA BURUNDI,-3.378881x29.3843826
1010::postcode::WF27AN,53.666922461x-1.50635964036
1010::postcode::HR-10000Zagreb,None
1010::postcode::9000Gent,None
1010::postcode::1063VZ,None
1010::postcode::N5 2UX,None
1010::postcode::8711KP,None
1010::postcode::bn14st,50.8332386205x-0.134465329285
1010::postcode::WR11 1JT,None
1010::postcode::SP5 3HN,None
1010::postcode::CR0 0XT,51.3750653x-0.0911146
1010::postcode::G20 8QW,55.8818128009x-4.28871281038
1010::postcode::SE15 3BU,51.4606442x-0.0466193
1010::postcode::80634,None
1010::postcode::10999Berlin,None
1010::postcode::BN435FF,50.8330620009x-0.291453206752
1010::postcode::CR0 1BQ,51.3673364x-0.0952862
1010::postcode::M314ZU,53.4314208936x-2.40072088598
1010::postcode::91128PALAISEAU,None
1010::postcode::15221,None
1010::postcode::RH55BH,None
1010::postcode::CF611WF,None
1010::postcode::15236,40.3366331x-79.9808143
1010::postcode::2106NB,None
1010::postcode::21800,None
1010::postcode::21801,None
1010::postcode::BN435PE,50.830616316x-0.257433060685
1010::postcode::BN435PF,50.8304108101x-0.256318881716
1010::postcode::BS208BX,51.4802858623x-2.79359567567
1010::postcode::48683,None
1010::postcode::BS208DD,51.4796450996x-2.79659416234
1010::postcode::g213EN,55.8852829187x-4.20096844933
1010::postcode::15270,None
1010::postcode::RH55HA,51.1484227813x-0.324428753526
1010::postcode::WA106LB,None
1010::postcode::MK159BH,52.0540049713x-0.739201378219
1010::postcode::LS237FG,53.9114927973x-1.31340515413
1010::postcode::BN435WL,50.8373904576x-0.281836298897
1010::postcode::mk43 7lp,None
1010::postcode::W128QP,51.5023571x-0.2257361
1010::postcode::W128QQ,None
1010::postcode::KT190HD,51.3648766537x-0.263921651408
1010::postcode::BN435YH,50.8290286612x-0.278919915986
1010::postcode::HA99HD,None
1010::postcode::LA12 7JE,54.1966493x-3.0902932
1010::postcode::WF28BA,53.6770667768x-1.53936398004
1010::postcode::1047Bruxelles,None
1010::postcode::B14 7EG,52.433694x-1.890244
1010::postcode::bn15rt,None
1010::postcode::74132,None
1010::postcode::SE77RX,51.4905783308x0.03188644102
1010::postcode::60070-1636,None
1010::postcode::74140,None
1010::postcode::C1427CEK,None
1010::postcode::BN436BA,50.8400067132x-0.26961060991
1010::postcode::LA12 7SE,54.1915694x-3.1101606
1010::postcode::LT-03201,None
1010::postcode::PE29 1LF,52.3415527x-0.1590695
1010::postcode::LS7 4DN,53.8256077195x-1.52865229054
1010::postcode::YO422DH,None
1010::postcode::np205fa,51.5924763x-2.9981415
1010::postcode::CT13 0QP,51.2724324x1.3352233
1010::postcode::1399ES,None
1010::postcode::SK66JD,53.3975422133x-2.0796219146
1010::postcode::LS7 4HP,53.8181016x-1.5309997
1010::postcode::SK66LB,53.3980928681x-2.08899229749
1010::postcode::L273YA,None
1010::postcode::CM36AD,None
1010::postcode::DN365AQ,53.5063268119x-0.0597882813609
1010::postcode::RH56DA,None
1010::postcode::HA20HN,51.5711467479x-0.34366542822
1010::postcode::W129LB,51.5037805829x-0.247999731274
1010::postcode::LA12 8AZ,54.3097976x-2.9623892
1010::postcode::BT199JG,None
1010::postcode::WS1 2JZ,52.5817880185x-1.97063221002
1010::postcode::HA20LH,None
1010::postcode::W129PR,51.5040549963x-0.238104663202
1010::postcode::LA12 8HG,None
1010::postcode::W129RS,51.5020210216x-0.245790699811
1010::postcode::KY62RS,56.1840338447x-3.18173111716
1010::postcode::SE78LX,None
1010::postcode::LA12 8NA,54.2677191x-2.9711585
1010::postcode::74200,None
1010::postcode::1065XL,None
1010::postcode::BLO0QP,None
1010::postcode::LE9 6YX,52.5209275x-1.2152223
1010::postcode::SE249JH,51.4564111689x-0.0892913448074
1010::postcode::SN13 8PL,None
1010::postcode::G822BL,55.9499183168x-4.56302052503
1010::postcode::263145,None
1010::postcode::SE249LG,51.4547720088x-0.0913461216405
1010::postcode::GL52 3LZ,None
1010::postcode::BT 27 4RL,None
1010::postcode::SO317DU,None
1010::postcode::CW1 9TL,53.0984717x-2.4394646
1010::postcode::M27 5BY,53.5101632797x-2.33876602177
1010::postcode::SE249NY,51.455940159x-0.0946080281724
1010::postcode::np206ex,51.611098431x-3.00659440067
1010::postcode::48801,None
1010::postcode::3941EP,None
1010::postcode::RG91BF,None
1010::postcode::SK67JB,53.3821178807x-2.06469488681
1010::postcode::EC2M5ND,51.5165933957x-0.0840064747048
1010::postcode::92130IssylesMoulineaux,None
1010::postcode::PA37 1PZ,56.4477306x-5.4464702
1010::postcode::OX165RW,52.0597587641x-1.32968691589
1010::postcode::PA37 1RH,56.4571592x-5.2449722
1010::postcode::2000Neuchâtel,None
1010::postcode::1066JR,None
1010::postcode::Bn37BN,50.8408674792x-0.179598825374
1010::postcode::SE15 5SE,None
1010::postcode::rg5 4pg,51.4569651x-0.8973043
1010::postcode::1066PT,None
1010::postcode::WR11 4BQ,52.0911955032x-1.94891284796
1010::postcode::RG91PA,51.5257331127x-0.922210615373
1010::postcode::cw16er,53.096443623x-2.42896052408
1010::postcode::M251JZ,53.5342522501x-2.27972547343
1010::postcode::NG21 0HJ,53.1301094x-1.1431634
1010::postcode::33404TALENCE,None
1010::postcode::SW1E5AE,None
1010::postcode::RG91UH,51.5359237477x-0.907941198293
1010::postcode::SW1E5DU,51.4981185296x-0.142439437895
1010::postcode::OX166EZ,None
1010::postcode::1495-132,None
1010::postcode::SW1E5HE,None
1010::postcode::80903,None
1010::postcode::SO318BB,50.889384535x-1.31505575067
1010::postcode::SE184PQ,51.4745324679x0.0403318035799
1010::postcode::SN13 9RG,51.4236054478x-2.22262967
1010::postcode::CF24 5pj,None
1010::postcode::SW1E5NE,51.4964911825x-0.144162374387
1010::postcode::ST11AA,None
1010::postcode::TOLAK,None
1010::postcode::RG92AQ,51.5374027606x-0.906478371499
1010::postcode::EX137TN,50.8302460829x-3.05411007058
1010::postcode::SW1E5RS,51.4974218511x-0.141603339986
1010::postcode::W1U 1ED,None
1010::postcode::CM38AE,51.6815642567x0.559465624681
1010::postcode::CR0 4HA,None
1010::postcode::LE9 8GG,52.5685223543x-1.34714464095
1010::postcode::pr3 0rn,53.8520174x-2.7376136
1010::postcode::G235AR,55.8972117615x-4.2812700477
1010::postcode::GY79Qe,None
1010::postcode::CB5 8AF,52.2093851x0.1186661
1010::postcode::BN41 1DN,None
1010::postcode::NG2 1AE,None
1010::postcode::B4 6NR,52.4866688585x-1.89563491516
1010::postcode::1042ANAmsterdam,None
1010::postcode::BL96BU,53.5994716677x-2.28352620262
1010::postcode::CB5 8DZ,52.2080323663x0.136385672325
1010::postcode::BR3 1QR,None
1010::postcode::YO21,54.4724188x-0.8474184
1010::postcode::AL40HB,None
1010::postcode::CB5 8HE,None
1010::postcode::TQ33QJ,50.4352604385x-3.57925718302
1010::postcode::AB301ZJ,56.8358593666x-2.45949510512
1010::postcode::BN41 1LX,50.8336798x-0.2132524
1010::postcode::WC1V 6NA,51.5173765x-0.1182236
1010::postcode::41004,None
1010::postcode::hp5 2rg,51.7110444x-0.6237038
1010::postcode::41013,None
1010::postcode::bs4 5ey,51.4257825x-2.5398402
1010::postcode::RG180TN,None
1010::postcode::NN128LP,52.1687006833x-1.03866294533
1010::postcode::RM81JT,51.5627203387x0.151290782724
1010::postcode::PL31 1DD,None
1010::postcode::3029ARRotterdam,None
1010::postcode::SW46BS,51.463240751x-0.135347853829
1010::postcode::09001,None
1010::postcode::SO319GJ,None
1010::postcode::NE42 5PU,54.9613098x-1.8521995
1010::postcode::09043,None
1010::postcode::B4 7ET,52.486637676x-1.89095201729
1010::postcode::2300KøbenhavnS,None
1010::postcode::SW46JP,None
1010::postcode::EX82JP,50.6210644817x-3.4047764312
1010::postcode::PL14 3JE,50.455029x-4.4641112
1010::postcode::SW46LE,51.4651350747x-0.130634838078
1010::postcode::OX3 0BP,51.7543803x-1.2232005
1010::postcode::Ireland,None
1010::postcode::1068LL,None
1010::postcode::UB79JB,None
1010::postcode::DT117DT,50.8567383306x-2.16288934682
1010::postcode::RG93PH,51.512676x-0.8903398
1010::postcode::EX82SB,None
1010::postcode::BS49 5DX,51.3713988x-2.8139926
1010::postcode::1911MB,None
1010::postcode::MK417QY,52.1531709776x-0.466935578715
1010::postcode::SK4 1NG,None
1010::postcode::PH27HF,56.4036219904x-3.42576004671
1010::postcode::ne31db,55.0058711467x-1.62195765429
1010::postcode::h2x1a4,None
1010::postcode::3021HR,None
1010::postcode::BS49 5JA,51.3700074x-2.8084515
1010::postcode::B4 7XG,52.4827933x-1.885955
1010::postcode::BS13 8LF,51.4105606x-2.6195892
1010::postcode::GL556JX,None
1010::postcode::SE186LZ,51.4932845719x0.0638442676128
1010::postcode::S336RD,53.3483512532x-1.74786839809
1010::postcode::LA88JE,None
1010::postcode::HG12JJ,53.9997272932x-1.54668823325
1010::postcode::Tn150QZ,51.2571805768x0.312223961771
1010::postcode::DT117SQ,None
1010::postcode::PH27RT,56.427435038x-3.25596058683
1010::postcode::BN41 2WF,50.8512942x-0.2265731
1010::postcode::BN41 2WL,None
1010::postcode::09100,None
1010::postcode::BR3 3BE,51.3883171x-0.0177932
1010::postcode::BR3 3BH,51.3848516x-0.025057
1010::postcode::IP11JX,None
1010::postcode::G825JN,55.9491027377x-4.59125518164
1010::postcode::NE25 8LP,55.0399478x-1.4685846
1010::postcode::CR0 6DP,51.3852318x-0.0858914
1010::postcode::1069GA,None
1010::postcode::B798NE,52.642934158x-1.7128054662
1010::postcode::LS176AZ,53.8440451616x-1.54340074903
1010::postcode::uiplu,None
1010::postcode::BT457QP,54.6984873362x-6.66903861766
1010::postcode::GU314EX,51.0054075804x-0.907415445124
1010::postcode::RG20,51.4246794x-1.3395027
1010::postcode::TR220PL,49.8924792333x-6.34475497102
1010::postcode::TW2 5EG,51.4425267189x-0.348538631161
1010::postcode::SW47NU,51.4609342799x-0.128301665395
1010::postcode::2300AJ,None
1010::postcode::2300AN,None
1010::postcode::92927Ladéfense,None
1010::postcode::Co. Kildare,None
1010::postcode::WN89PG,53.5309976558x-2.76518192926
1010::postcode::LS176HQ,53.8432269305x-1.52935122638
1010::postcode::DG28AG,54.8948838138x-3.64203188284
1010::postcode::LS176HZ,53.8414745333x-1.54338310811
1010::postcode::NG2 3AH,52.946266x-1.1392243
1010::postcode::BB8 7DA,53.8606147x-2.152768
1010::postcode::B67 7DW,52.4917715x-1.9707358
1010::postcode::3022BJ,None
1010::postcode::OL13 0EA,53.6913747x-2.2094714
1010::postcode::PR9 9XE,53.6712042x-2.9703101
1010::postcode::SE187DQ,51.4907039452x0.0790982047109
1010::postcode::HA6 2YE,51.6098568x-0.4279863
1010::postcode::RG248GX,51.2796887674x-1.06709545534
1010::postcode::GU314PR,None
1010::postcode::B67 7JB,52.4980851x-1.9850346
1010::postcode::LS176PF,53.8396419939x-1.53197489498
1010::postcode::5708ZT,None
1010::postcode::74600,None
1010::postcode::CH649NH,None
1010::postcode::OX169DG,52.0479697314x-1.33886030658
1010::postcode::Co. Wicklow,52.9792384x-6.0422517
1010::postcode::B67 7QT,None
